buggy,fixed,type
"if x != 5:
    print('x is 5')
# Sample ID: 833","if x == 5:
    print('x is 5')
# Sample ID: 833",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 833","if x == 5:
    print('x is 5')
# Sample ID: 833",operator_flip
"result = 0
for i in range(13):
    result -= i","result = 0
for i in range(13):
    result += i",operator_flip
"result = 0
for i in range(13):
    result -= i","result = 0
for i in range(13):
    result += i",operator_flip
"result = 0
for i in range(13):
    result -= i","result = 0
for i in range(13):
    result += i",operator_flip
"result = 0
for i in range(13):
    result -= i","result = 0
for i in range(13):
    result += i",operator_flip
"result = 0
for i in range(13):
    result -= i","result = 0
for i in range(13):
    result += i",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 339","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 339",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 339","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 339",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 339","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 339",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 339","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 339",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 339","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 339",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 165","if x == 5:
    print('x is 5')
# Sample ID: 165",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 165","if x == 5:
    print('x is 5')
# Sample ID: 165",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 165","if x == 5:
    print('x is 5')
# Sample ID: 165",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 165","if x == 5:
    print('x is 5')
# Sample ID: 165",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 165","if x == 5:
    print('x is 5')
# Sample ID: 165",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 29","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 29",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 29","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 29",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 29","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 29",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 29","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 29",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 29","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 29",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 517","if x == 5:
    print('x is 5')
# Sample ID: 517",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 517","if x == 5:
    print('x is 5')
# Sample ID: 517",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 517","if x == 5:
    print('x is 5')
# Sample ID: 517",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 517","if x == 5:
    print('x is 5')
# Sample ID: 517",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 517","if x == 5:
    print('x is 5')
# Sample ID: 517",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 194","def greet(name):
    print('Hello, ' + name)
# Sample ID: 194",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 194","def greet(name):
    print('Hello, ' + name)
# Sample ID: 194",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 194","def greet(name):
    print('Hello, ' + name)
# Sample ID: 194",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 194","def greet(name):
    print('Hello, ' + name)
# Sample ID: 194",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 194","def greet(name):
    print('Hello, ' + name)
# Sample ID: 194",operator_flip
"if value != 6:
    found = True","if value == 6:
    found = True",operator_flip
"if value != 6:
    found = True","if value == 6:
    found = True",operator_flip
"if value != 6:
    found = True","if value == 6:
    found = True",operator_flip
"if value != 6:
    found = True","if value == 6:
    found = True",operator_flip
"if value != 6:
    found = True","if value == 6:
    found = True",operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
total = a - b,total = a + b,operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 946","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 946",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 946","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 946",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 946","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 946",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 946","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 946",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 946","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 946",operator_flip
"if num <= 5:
    count += 1","if num >= 5:
    count += 1",operator_flip
"if num >= 5:
    count -= 1","if num >= 5:
    count += 1",operator_flip
"if num <= 5:
    count += 1","if num >= 5:
    count += 1",operator_flip
"if num >= 5:
    count -= 1","if num >= 5:
    count += 1",operator_flip
"if num <= 5:
    count += 1","if num >= 5:
    count += 1",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 174","def greet(name):
    print('Hello, ' + name)
# Sample ID: 174",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 174","def greet(name):
    print('Hello, ' + name)
# Sample ID: 174",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 174","def greet(name):
    print('Hello, ' + name)
# Sample ID: 174",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 174","def greet(name):
    print('Hello, ' + name)
# Sample ID: 174",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 174","def greet(name):
    print('Hello, ' + name)
# Sample ID: 174",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 519","def greet(name):
    print('Hello, ' + name)
# Sample ID: 519",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 519","def greet(name):
    print('Hello, ' + name)
# Sample ID: 519",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 519","def greet(name):
    print('Hello, ' + name)
# Sample ID: 519",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 519","def greet(name):
    print('Hello, ' + name)
# Sample ID: 519",operator_flip
"def greet(name):
    print('Hello, ' - name)
# Sample ID: 519","def greet(name):
    print('Hello, ' + name)
# Sample ID: 519",operator_flip
"if score < 51:
    result = ""pass""","if score > 51:
    result = ""pass""",operator_flip
"if score < 51:
    result = ""pass""","if score > 51:
    result = ""pass""",operator_flip
"if score < 51:
    result = ""pass""","if score > 51:
    result = ""pass""",operator_flip
"if score < 51:
    result = ""pass""","if score > 51:
    result = ""pass""",operator_flip
"if score < 51:
    result = ""pass""","if score > 51:
    result = ""pass""",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if condition1 or condition2:
    execute()","if condition1 and condition2:
    execute()",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492",operator_flip
"if (a < b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 954","if x == 5:
    print('x is 5')
# Sample ID: 954",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 954","if x == 5:
    print('x is 5')
# Sample ID: 954",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 954","if x == 5:
    print('x is 5')
# Sample ID: 954",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 954","if x == 5:
    print('x is 5')
# Sample ID: 954",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 954","if x == 5:
    print('x is 5')
# Sample ID: 954",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"result = 0
for i in range(20):
    result -= i","result = 0
for i in range(20):
    result += i",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588",operator_flip
"def factorial(n):
    if n == 1:
        return 1
    else:
        return n / factorial(n-1)
# Sample ID: 588","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588",operator_flip
"def factorial(n):
    if n != 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 588",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 658","if x == 5:
    print('x is 5')
# Sample ID: 658",operator_flip
"if x != 5:
    print('x is 5')
# Sample ID: 658","if x == 5:
    print('x is 5')
# Sample ID: 658",operator_flip
